zotero_item_id,zotero_key,zotero_item_type,is_likely_paper,zotero_topic_collection,zotero_collection_paths,zotero_tier_collection,title,short_title,authors,first_author,year,date,doi,url,venue,publication_title,proceedings_title,conference_name,repository,archive_id,publisher,library_catalog,has_abstract,abstract_snippet,extra,date_added,date_modified
95,WBVWFGY8,preprint,yes,04 MCP Security,MSc Thesis - Tool-Output Injection / 04 MCP Security / T3,T3,A First Measurement Study on Authentication Security in Real-World Remote MCP Servers,,Huijun Zhou; Xiaohan Zhang; Haozhe Zhang; Haoyang Zhang; Mi Zhang; Min Yang,Huijun Zhou,2026,2026-05-21 2026-05-21,10.48550/arXiv.2605.22333,http://arxiv.org/abs/2605.22333,arXiv,,,,arXiv,arXiv:2605.22333,,arXiv.org,yes,"The Model Context Protocol (MCP) is emerging as a common interface connecting large language models (LLMs) with external services. Remote deployments are becoming increasingly important as agents connect to user-linked online services, such as social, productivity, and financial services. In such deployments, the authentication boundary between MCP clients and remote servers becomes security-critical, yet remains underexplored. We present the first measurement study of authentication security in",arXiv:2605.22333 [cs.CR],2026-05-27 04:46:38,2026-05-27 04:46:38
96,UMIR8WCK,preprint,yes,04 MCP Security,MSc Thesis - Tool-Output Injection / 04 MCP Security / T3,T3,MCP-ITP: An Automated Framework for Implicit Tool Poisoning in MCP,MCP-ITP,Ruiqi Li; Zhiqiang Wang; Yunhao Yao; Xiang-Yang Li,Ruiqi Li,2026,2026-01-12 2026-01-12,10.48550/arXiv.2601.07395,http://arxiv.org/abs/2601.07395,arXiv,,,,arXiv,arXiv:2601.07395,,arXiv.org,yes,"To standardize interactions between LLM-based agents and their environments, the Model Context Protocol (MCP) was proposed and has since been widely adopted. However, integrating external tools expands the attack surface, exposing agents to tool poisoning attacks. In such attacks, malicious instructions embedded in tool metadata are injected into the agent context during MCP registration phase, thereby manipulating agent behavior. Prior work primarily focuses on explicit tool poisoning or relied",arXiv:2601.07395 [cs.CR],2026-05-27 04:46:12,2026-05-27 04:46:12
97,Q86FN9Y6,preprint,yes,04 MCP Security,MSc Thesis - Tool-Output Injection / 04 MCP Security / T3,T3,Semantic Attacks on Tool-Augmented LLMs: Securing the Model Context Protocol Against Descriptor-Level Manipulation,Semantic Attacks on Tool-Augmented LLMs,Saeid Jamshidi; Arghavan Moradi Dakhel; Kawser Wazed Nafi; Foutse Khomh,Saeid Jamshidi,2026,2026-05-21 2026-05-21,10.48550/arXiv.2512.06556,http://arxiv.org/abs/2512.06556,arXiv,,,,arXiv,arXiv:2512.06556,,arXiv.org,yes,"The Model Context Protocol (MCP) enables Large Language Models (LLMs) to interact with external tools via tool descriptors, thereby extending their capabilities for task execution, autonomous decision-making, and multi-agent coordination. Existing MCP deployments treat tool descriptors as trusted metadata, despite their direct integration into the LLM reasoning context. This introduces a previously underexplored semantic attack surface. Current defenses primarily target prompt injection, neglect",arXiv:2512.06556 [cs.CR],2026-05-27 04:45:14,2026-05-27 04:45:14
98,7D8YAKFC,preprint,yes,04 MCP Security,MSc Thesis - Tool-Output Injection / 04 MCP Security / T3,T3,MCP-Guard: A Multi-Stage Defense-in-Depth Framework for Securing Model Context Protocol in Agentic AI,MCP-Guard,Wenpeng Xing; Zhonghao Qi; Yupeng Qin; Yilin Li; Caini Chang; Jiahui Yu; Changting Lin; Zhenzhen Xie; Meng Han,Wenpeng Xing,2026,2026-01-08 2026-01-08,10.48550/arXiv.2508.10991,http://arxiv.org/abs/2508.10991,arXiv,,,,arXiv,arXiv:2508.10991,,arXiv.org,yes,"While Large Language Models (LLMs) have achieved remarkable performance, they remain vulnerable to jailbreak. The integration of Large Language Models (LLMs) with external tools via protocols such as the Model Context Protocol (MCP) introduces critical security vulnerabilities, including prompt injection, data exfiltration, and other threats. To counter these challenges, we propose MCP-GUARD, a robust, layered defense architecture designed for LLM-tool interactions. MCP-GUARD employs a three-sta",arXiv:2508.10991 [cs.CR],2026-05-27 04:43:09,2026-05-27 04:43:09
99,HPWZGUM9,journalArticle,yes,04 MCP Security,MSc Thesis - Tool-Output Injection / 04 MCP Security / T1,T1,MCPTox: A Benchmark for Tool Poisoning on Real-World MCP Servers,MCPTox,Zhiqiang Wang; Yichao Gao; Yanting Wang; Suyuan Liu; Haifeng Sun; Haoran Cheng; Guanquan Shi; Haohua Du; Xiangyang Li,Zhiqiang Wang,2026,2026-03-14 2026-03-14,10.1609/aaai.v40i42.40895,https://ojs.aaai.org/index.php/AAAI/article/view/40895,Proceedings of the AAAI Conference on Artificial Intelligence,Proceedings of the AAAI Conference on Artificial Intelligence,,,,,,ojs.aaai.org,yes,"By providing a standardized interface for LLM agents to interact with external tools, the Model Context Protocol (MCP) is quickly becoming a cornerstone of the modern autonomous agent ecosystem. However, it creates novel attack surfaces due to untrusted external tools. While prior work has focused on attacks injected through external tool outputs, we investigate a more fundamental vulnerability: Tool Poisoning, where malicious instructions are embedded within a tool's metadata at the registratio",,2026-05-27 04:41:13,2026-05-27 04:41:13
100,2DW3452X,preprint,yes,04 MCP Security,MSc Thesis - Tool-Output Injection / 04 MCP Security / T3,T3,Beyond the Protocol: Unveiling Attack Vectors in the Model Context Protocol (MCP) Ecosystem,Beyond the Protocol,Hao Song; Yiming Shen; Wenxuan Luo; Leixin Guo; Ting Chen; Jiashui Wang; Beibei Li; Xiaosong Zhang; Jiachi Chen,Hao Song,2025,2025-09-14 2025-09-14,10.48550/arXiv.2506.02040,http://arxiv.org/abs/2506.02040,arXiv,,,,arXiv,arXiv:2506.02040,,arXiv.org,yes,"The Model Context Protocol (MCP) is an emerging standard designed to enable seamless interaction between Large Language Model (LLM) applications and external tools or resources. Within a short period, thousands of MCP services have been developed and deployed. However, the client-server integration architecture inherent in MCP may expand the attack surface against LLM Agent systems, introducing new vulnerabilities that allow attackers to exploit by designing malicious MCP servers. In this paper,",arXiv:2506.02040 [cs.CR],2026-05-27 04:31:41,2026-05-27 04:31:41
101,KGR36MVC,conferencePaper,yes,03 Agent Security Benchmarks,MSc Thesis - Tool-Output Injection / 03 Agent Security Benchmarks / T1,T1,Prompt Injection Attack to Tool Selection in LLM Agents,,Jiawen Shi; Zenghui Yuan; Guiyao Tie; Pan Zhou,Jiawen Shi,2026,2026-05-17 2026-05-17,10.14722/ndss.2026.230675,https://www.ndss-symposium.org/ndss-paper/prompt-injection-attack-to-tool-selection-in-llm-agents/,The Network and Distributed System Security (NDSS) Symposium 2026,,,The Network and Distributed System Security (NDSS) Symposium 2026,,,,www.researchgate.net,yes,"Request PDF | On Jan 1, 2026, Jiawen Shi and others published Prompt Injection Attack to Tool Selection in LLM Agents | Find, read and cite all the research you need on ResearchGate",,2026-05-26 05:30:08,2026-05-26 05:37:26
102,RQ2ENFAS,conferencePaper,yes,03 Agent Security Benchmarks,MSc Thesis - Tool-Output Injection / 03 Agent Security Benchmarks / T1,T1,Les Dissonances: Cross-Tool Harvesting and Polluting in Pool-of-Tools Empowered LLM Agents,Les Dissonances,Zichuan Li; Jian Cui; Xiaojing Liao; Luyi Xing,Zichuan Li,,,,https://www.ndss-symposium.org/ndss-paper/les-dissonances-cross-tool-harvesting-and-polluting-in-pool-of-tools-empowered-llm-agents/,The Network and Distributed System Security (NDSS) Symposium 2026,,,The Network and Distributed System Security (NDSS) Symposium 2026,,,,,no,,,2026-05-26 05:34:20,2026-05-26 05:37:17
104,DYQGJAAP,preprint,yes,03 Agent Security Benchmarks,MSc Thesis - Tool-Output Injection / 03 Agent Security Benchmarks / T3,T3,Simple Prompt Injection Attacks Can Leak Personal Data Observed by LLM Agents During Task Execution,,Meysam Alizadeh; Zeynab Samei; Daria Stetsenko; Fabrizio Gilardi,Meysam Alizadeh,2025,2025-06-01 2025-06-01,10.48550/arXiv.2506.01055,http://arxiv.org/abs/2506.01055,arXiv,,,,arXiv,arXiv:2506.01055,,arXiv.org,yes,"Previous benchmarks on prompt injection in large language models (LLMs) have primarily focused on generic tasks and attacks, offering limited insights into more complex threats like data exfiltration. This paper examines how prompt injection can cause tool-calling agents to leak personal data observed during task execution. Using a fictitious banking agent, we develop data flow-based attacks and integrate them into AgentDojo, a recent benchmark for agentic security. To enhance its scope, we also",arXiv:2506.01055 [cs.CR],2026-05-26 05:26:53,2026-05-26 05:26:53
105,VU8H67BM,conferencePaper,yes,03 Agent Security Benchmarks,MSc Thesis - Tool-Output Injection / 03 Agent Security Benchmarks / T1,T1,OS-Harm: A Benchmark for Measuring Safety of Computer Use Agents,OS-Harm,Thomas Kuntz; Agatha Duzan; Hao Zhao; Francesco Croce; J. Zico Kolter; Nicolas Flammarion; Maksym Andriushchenko,Thomas Kuntz,2025,2025-10-30 2025/10/30,,https://openreview.net/forum?id=Di30GwhQSX,The Thirty-ninth Annual Conference on Neural Information Processing Systems Datasets and Benchmarks Track,,,The Thirty-ninth Annual Conference on Neural Information Processing Systems Datasets and Benchmarks Track,,,,openreview.net,yes,"Computer use agents are LLM-based agents that can directly interact with a graphical user interface, by processing screenshots or accessibility trees. While these systems are gaining popularity, their safety has been largely overlooked, despite the fact that evaluating and understanding their potential for harmful behavior is essential for widespread adoption. To address this gap, we introduce OS-Harm, a new benchmark for measuring safety of computer use agents. OS-Harm is built on top of the OS",,2026-05-26 05:25:21,2026-05-26 05:25:21
107,4IB3I8IZ,conferencePaper,yes,03 Agent Security Benchmarks,MSc Thesis - Tool-Output Injection / 03 Agent Security Benchmarks / T1,T1,SafeToolBench: Pioneering a Prospective Benchmark to Evaluating Tool Utilization Safety in LLMs,SafeToolBench,Hongfei Xia; Hongru Wang; Zeming Liu; Qian Yu; Yuhang Guo; Haifeng Wang,Hongfei Xia,2025,2025-01-01 2025-01-01,10.18653/v1/2025.findings-emnlp.958,,The 2025 Conference on Empirical Methods in Natural Language Processing,,,The 2025 Conference on Empirical Methods in Natural Language Processing,,,,ResearchGate,no,,,2026-05-26 05:19:50,2026-05-26 05:21:21
108,DFY5UNTE,conferencePaper,yes,03 Agent Security Benchmarks,MSc Thesis - Tool-Output Injection / 03 Agent Security Benchmarks / T1,T1,AgentHarm: A Benchmark for Measuring Harmfulness of LLM Agents,AgentHarm,Maksym Andriushchenko; Alexandra Souly; Mateusz Dziemian; Derek Duenas; Maxwell Lin; Justin Wang; Dan Hendrycks; Andy Zou; J. Zico Kolter; Matt Fredrikson; Yarin Gal; Xander Davies,Maksym Andriushchenko,2024,2024-10-04 2024/10/04,,https://openreview.net/forum?id=AC5n7xHuR1,The Thirteenth International Conference on Learning Representations,,,The Thirteenth International Conference on Learning Representations,,,,openreview.net,yes,"The robustness of LLMs to jailbreak attacks, where users design prompts to circumvent safety measures and misuse model capabilities, has been studied primarily for LLMs acting as simple chatbots. Meanwhile, LLM agents---which use external tools and can execute multi-stage tasks---may pose a greater risk if misused, but their robustness remains underexplored. To facilitate research on LLM agent misuse, we propose a new benchmark called AgentHarm. The benchmark includes a diverse set of 110 explic",,2026-05-26 05:19:18,2026-05-26 05:19:18
109,FNFXMQXS,conferencePaper,yes,03 Agent Security Benchmarks,MSc Thesis - Tool-Output Injection / 03 Agent Security Benchmarks / T1,T1,ToolSword: Unveiling Safety Issues of Large Language Models in Tool Learning Across Three Stages,ToolSword,Junjie Ye; Sixian Li; Guanyu Li; Caishuang Huang; Songyang Gao; Yilong Wu; Qi Zhang; Tao Gui; Xuanjing Huang; Lun-Wei Ku; Andre Martins; Vivek Srikumar,Junjie Ye,2024,2024-08-00 2024-08,10.18653/v1/2024.acl-long.119,https://aclanthology.org/2024.acl-long.119/,Proceedings of the 62nd Annual Meeting of the Association for Computational Linguistics (Volume 1: Long Papers),,Proceedings of the 62nd Annual Meeting of the Association for Computational Linguistics (Volume 1: Long Papers),ACL 2024,,,Association for Computational Linguistics,ACLWeb,yes,"Tool learning is widely acknowledged as a foundational approach or deploying large language models (LLMs) in real-world scenarios. While current research primarily emphasizes leveraging tools to augment LLMs, it frequently neglects emerging safety considerations tied to their application. To fill this gap, we present ToolSword, a comprehensive framework dedicated to meticulously investigating safety issues linked to LLMs in tool learning. Specifically, ToolSword delineates six safety scenarios f",,2026-05-26 05:18:10,2026-05-26 05:18:10
110,X5WNNHS5,conferencePaper,yes,03 Agent Security Benchmarks,MSc Thesis - Tool-Output Injection / 03 Agent Security Benchmarks / T1,T1,Identifying the Risks of LM Agents with an LM-Emulated Sandbox,,Yangjun Ruan; Honghua Dong; Andrew Wang; Silviu Pitis; Yongchao Zhou; Jimmy Ba; Yann Dubois; Chris J. Maddison; Tatsunori Hashimoto,Yangjun Ruan,2023,2023-10-13 2023/10/13,,https://openreview.net/forum?id=GEcwtMk1uA,The Twelfth International Conference on Learning Representations,,,The Twelfth International Conference on Learning Representations,,,,openreview.net,yes,"Recent advances in Language Model (LM) agents and tool use, exemplified by applications like ChatGPT Plugins, enable a rich set of capabilities but also amplify potential risks—such as leaking private data or causing financial losses. Identifying these risks is labor-intensive, necessitating implementing the tools, setting up the environment for each test scenario manually, and finding risky cases. As tools and agents become more complex, the high cost of testing these agents will make it increa",,2026-05-26 05:17:48,2026-05-26 05:17:48
111,6RMTGRMN,conferencePaper,yes,02 Prompt Injection - Core,MSc Thesis - Tool-Output Injection / 02 Prompt Injection - Core,,AmpleGCG: Learning a Universal and Transferable Generative Model of Adversarial Suffixes for Jailbreaking Both Open and Closed LLMs,AmpleGCG,Zeyi Liao; Huan Sun,Zeyi Liao,2024,2024-08-26 2024/08/26,,https://openreview.net/forum?id=UfqzXg95I5,First Conference on Language Modeling,,,First Conference on Language Modeling,,,,openreview.net,yes,"\begin{center} \textcolor{red}{Warning: This paper contains potentially offensive and harmful text.}\end{center} As large language models (LLMs) become increasingly prevalent and integrated into autonomous systems, ensuring their safety is imperative. Despite significant strides toward safety alignment, recent work GCG~\citep{zou2023universal} proposes a discrete tokens optimization algorithm and selects the single suffix with the lowest loss to successfully jailbreak aligned LLMs. In this work,",,2026-05-26 05:15:59,2026-05-26 05:15:59
114,WAU8IMK6,conferencePaper,yes,02 Prompt Injection - Core,MSc Thesis - Tool-Output Injection / 02 Prompt Injection - Core / T2,T2,How Not to Detect Prompt Injections with an LLM,,Sarthak Choudhary; Divyam Anshumaan; Nils Palumbo; Somesh Jha,Sarthak Choudhary,2026,"2026-12-30 December 30, 2026",10.1145/3733799.3762980,https://dl.acm.org/doi/10.1145/3733799.3762980,Proceedings of the 18th ACM Workshop on Artificial Intelligence and Security,,Proceedings of the 18th ACM Workshop on Artificial Intelligence and Security,,,,Association for Computing Machinery,ACM Digital Library,yes,"LLM-integrated applications and agents are vulnerable to prompt injection attacks, where adversaries embed malicious instructions within seemingly benign input data to manipulate the LLM’s intended behavior. Recent defenses based on known-answer detection (KAD) scheme have reported near-perfect performance by observing an LLM’s output to classify input data as clean or contaminated. KAD attempts to repurpose the very susceptibility to prompt injection as a defensive mechanism. We formally charac",,2026-05-26 05:03:44,2026-05-26 05:03:44
115,EVADLPKD,conferencePaper,yes,02 Prompt Injection - Core,MSc Thesis - Tool-Output Injection / 02 Prompt Injection - Core / T1,T1,ChatInject: Abusing Chat Templates for Prompt Injection in LLM Agents,ChatInject,Hwan Chang; Yonghyun Jun; Hwanhee Lee,Hwan Chang,2025,2025-10-08 2025/10/08,,https://openreview.net/forum?id=WVhgFSKniL,The Fourteenth International Conference on Learning Representations,,,The Fourteenth International Conference on Learning Representations,,,,openreview.net,yes,"The growing deployment of large language model (LLM) based agents that interact with external environments has created new attack surfaces for adversarial manipulation. One major threat is indirect prompt injection, where attackers embed malicious instructions in external environment output, causing agents to interpret and execute them as if they were legitimate prompts. While previous research has focused primarily on plain-text injection attacks, we find a significant yet underexplored vulnera",,2026-05-26 04:58:48,2026-05-26 04:58:48
116,YS6QLNDB,conferencePaper,yes,02 Prompt Injection - Core,MSc Thesis - Tool-Output Injection / 02 Prompt Injection - Core / T2,T2,AGENTVIGIL: Automatic Black-Box Red-teaming for Indirect Prompt Injection against LLM Agents,AGENTVIGIL,Zhun Wang; Vincent Siu; Zhe Ye; Tianneng Shi; Yuzhou Nie; Xuandong Zhao; Chenguang Wang; Wenbo Guo; Dawn Song; Christos Christodoulopoulos; Tanmoy Chakraborty; Carolyn Rose; Violet Peng,Zhun Wang,2025,2025-11-00 2025-11,10.18653/v1/2025.findings-emnlp.1258,https://aclanthology.org/2025.findings-emnlp.1258/,Findings of the Association for Computational Linguistics: EMNLP 2025,,Findings of the Association for Computational Linguistics: EMNLP 2025,Findings 2025,,,Association for Computational Linguistics,ACLWeb,yes,"There emerges a critical security risk of LLM agents: indirect prompt injection, a sophisticated attack vector that compromises thecore of these agents, the LLM, by manipulating contextual information rather than direct user prompts. In this work, we propose a generic black-box optimization framework, AGENTVIGIL, designed to automatically discover and exploit indirect prompt injection vulnerabilities across diverse LLM agents. Our approach starts by constructing a high-quality initial seed corpu",,2026-05-26 04:57:57,2026-05-26 04:57:57
117,WQ6TQHNK,conferencePaper,yes,02 Prompt Injection - Core,MSc Thesis - Tool-Output Injection / 02 Prompt Injection - Core || MSc Thesis - Tool-Output Injection / 05 Attack Generation and Adaptive Attacks,,Adaptive Attacks Break Defenses Against Indirect Prompt Injection Attacks on LLM Agents,,Qiusi Zhan; Richard Fang; Henil Shalin Panchal; Daniel Kang; Luis Chiruzzo; Alan Ritter; Lu Wang,Qiusi Zhan,2025,2025-04-00 2025-04,10.18653/v1/2025.findings-naacl.395,https://aclanthology.org/2025.findings-naacl.395/,Findings of the Association for Computational Linguistics: NAACL 2025,,Findings of the Association for Computational Linguistics: NAACL 2025,Findings 2025,,,Association for Computational Linguistics,ACLWeb,yes,"Large Language Model (LLM) agents exhibit remarkable performance across diverse applications by using external tools to interact with environments. However, integrating external tools introduces security risks, such as indirect prompt injection (IPI) attacks. Despite defenses designed for IPI attacks, their robustness remains questionable due to insufficient testing against adaptive attacks.In this paper, we evaluate eight different defenses and bypass all of them using adaptive attacks, consist",,2026-05-14 03:49:46,2026-07-01 11:06:21
118,8SREKUGX,conferencePaper,yes,02 Prompt Injection - Core,MSc Thesis - Tool-Output Injection / 02 Prompt Injection - Core / T1,T1,Benchmarking and Defending against Indirect Prompt Injection Attacks on Large Language Models,,Jingwei Yi; Yueqi Xie; Bin Zhu; Emre Kiciman; Guangzhong Sun; Xing Xie; Fangzhao Wu,Jingwei Yi,2025,"2025-07-20 July 20, 2025",10.1145/3690624.3709179,https://dl.acm.org/doi/10.1145/3690624.3709179,Proceedings of the 31st ACM SIGKDD Conference on Knowledge Discovery and Data Mining V.1,,Proceedings of the 31st ACM SIGKDD Conference on Knowledge Discovery and Data Mining V.1,,,,Association for Computing Machinery,ACM Digital Library,yes,"The integration of large language models (LLMs) with external content has enabled applications such as Microsoft Copilot but also introduced vulnerabilities to indirect prompt injection attacks. In these attacks, malicious instructions embedded within external content can manipulate LLM outputs, causing deviations from user expectations. To address this critical yet under-explored issue, we introduce the first benchmark for bindirect prompt injection attacks, named BIPIA, to assess the risk of s",,2026-05-26 04:57:18,2026-05-26 04:57:18
119,7V6YFCJV,conferencePaper,yes,02 Prompt Injection - Core,MSc Thesis - Tool-Output Injection / 02 Prompt Injection - Core,,Tensor Trust: Interpretable Prompt Injection Attacks from an Online Game,Tensor Trust,Sam Toyer; Olivia Watkins; Ethan Adrian Mendes; Justin Svegliato; Luke Bailey; Tiffany Wang; Isaac Ong; Karim Elmaaroufi; Pieter Abbeel; Trevor Darrell; Alan Ritter; Stuart Russell,Sam Toyer,2023,2023-10-13 2023/10/13,,https://openreview.net/forum?id=fsW7wJGLBd,The Twelfth International Conference on Learning Representations,,,The Twelfth International Conference on Learning Representations,,,,openreview.net,yes,"While Large Language Models (LLMs) are increasingly being used in real-world applications, they remain vulnerable to *prompt injection attacks*: malicious third party prompts that subvert the intent of the system designer. To help researchers study this problem, we present a dataset of over 563,000 prompt injection attacks and 118,000 prompt-based ""defenses"" against prompt injection, all created by players of an online game called Tensor Trust. To the best of our knowledge, this is the first dat",,2026-05-26 04:55:18,2026-05-26 04:55:18
120,I6USYZ47,preprint,yes,02 Prompt Injection - Core,MSc Thesis - Tool-Output Injection / 02 Prompt Injection - Core / T3,T3,Prompt Injection attack against LLM-integrated Applications,,Yi Liu; Gelei Deng; Yuekang Li; Kailong Wang; Zihao Wang; Xiaofeng Wang; Tianwei Zhang; Yepang Liu; Haoyu Wang; Yan Zheng; Leo Yu Zhang; Yang Liu,Yi Liu,2025,2025-12-29 2025-12-29,10.48550/arXiv.2306.05499,http://arxiv.org/abs/2306.05499,arXiv,,,,arXiv,arXiv:2306.05499,,arXiv.org,yes,"Large Language Models (LLMs), renowned for their superior proficiency in language comprehension and generation, stimulate a vibrant ecosystem of applications around them. However, their extensive assimilation into various services introduces significant security risks. This study deconstructs the complexities and implications of prompt injection attacks on actual LLM-integrated applications. Initially, we conduct an exploratory analysis on ten commercial applications, highlighting the constraint",arXiv:2306.05499 [cs.CR],2026-05-26 04:53:56,2026-05-26 04:53:56
121,6LHTLUWH,conferencePaper,yes,02 Prompt Injection - Core,MSc Thesis - Tool-Output Injection / 02 Prompt Injection - Core / T2,T2,Ignore Previous Prompt: Attack Techniques For Language Models,Ignore Previous Prompt,Fábio Perez; Ian Ribeiro,Fábio Perez,2022,2022-11-18 2022/11/18,,https://openreview.net/forum?id=qiaRo_7Zmug,NeurIPS ML Safety Workshop,,,NeurIPS ML Safety Workshop,,,,openreview.net,yes,"Transformer-based large language models (LLMs) provide a powerful foundation for natural language tasks in large-scale customer-facing applications. However, studies that explore their vulnerabilities emerging from malicious user interaction are scarce. By proposing PromptInject, a prosaic alignment framework for mask-based iterative adversarial prompt composition, we examine how GPT-3, the most widely deployed language model in production, can be easily misaligned by simple handcrafted inputs. ",,2026-05-26 04:52:18,2026-05-26 04:52:18
124,FXTG2PCE,journalArticle,yes,01 Foundations - LLM Agents and Tool Use,MSc Thesis - Tool-Output Injection / 01 Foundations - LLM Agents and Tool Use / T2,T2,A survey on large language model based autonomous agents,,Lei Wang; Chen Ma; Xueyang Feng; Zeyu Zhang; Hao Yang; Jingsen Zhang; Zhiyuan Chen; Jiakai Tang; Xu Chen; Yankai Lin; Wayne Xin Zhao; Zhewei Wei; Jirong Wen,Lei Wang,2024,2024-03-22 2024-03-22,10.1007/s11704-024-40231-1,https://doi.org/10.1007/s11704-024-40231-1,Frontiers of Computer Science,Frontiers of Computer Science,,,,,,Springer Link,yes,"Autonomous agents have long been a research focus in academic and industry communities. Previous research often focuses on training agents with limited knowledge within isolated environments, which diverges significantly from human learning processes, and makes the agents hard to achieve human-like decisions. Recently, through the acquisition of vast amounts of Web knowledge, large language models (LLMs) have shown potential in human-level intelligence, leading to a surge in research on LLM-base",,2026-05-26 04:49:20,2026-05-26 04:49:20
